customer_id,age,gender,city,product_category,purchase_amount,purchase_date,rating,discount_pct,returned,purchase_month,purchase_month_name,net_amount,age_group
CUST00680,50,Female,Mumbai,Grocery,1764.4,2023-09-02,3.5,15,False,9,Sep,1499.74,46–55
CUST00390,28,Female,Mumbai,Sports,4358.13,2023-01-05,4.0,10,False,1,Jan,3922.32,26–35
CUST00361,41,Male,Lucknow,Electronics,989.77,2023-11-27,3.0,20,False,11,Nov,791.82,36–45
CUST00665,35,Male,Bangalore,Toys,50.0,2023-08-01,1.5,20,False,8,Aug,40.0,26–35
CUST00814,37,Male,Bangalore,Beauty,1370.6,2023-08-12,2.5,15,True,8,Aug,1165.01,36–45
CUST00270,36,Female,Hyderabad,Toys,3665.76,2023-06-23,4.5,0,False,6,Jun,3665.76,36–45
CUST01177,18,Male,Lucknow,Clothing,1268.77,2023-11-30,4.0,0,False,11,Nov,1268.77,18–25
CUST00147,20,Male,Ahmedabad,Electronics,1145.32,2023-09-28,4.0,10,False,9,Sep,1030.79,18–25
CUST00089,28,Male,Bangalore,Clothing,1274.22,2023-10-01,4.5,10,False,10,Oct,1146.8,26–35
CUST00705,18,Female,Bangalore,Sports,2765.61,2023-10-01,4.0,15,True,10,Oct,2350.77,18–25
CUST01062,18,Male,Lucknow,Sports,2017.44,2023-02-23,4.0,10,False,2,Feb,1815.7,18–25
CUST00130,28,Male,Ahmedabad,Sports,1289.51,2023-03-12,4.0,15,False,3,Mar,1096.08,26–35
CUST00475,54,Female,Jaipur,Beauty,6904.52,2023-08-29,5.0,0,False,8,Aug,6904.52,46–55
CUST00237,35,Male,Hyderabad,Toys,2692.28,2023-01-17,3.5,0,False,1,Jan,2692.28,26–35
CUST00429,47,Male,,Toys,750.39,2023-08-07,4.0,10,True,8,Aug,675.35,46–55
CUST00155,38,Male,Ahmedabad,Home & Kitchen,934.25,2023-05-17,3.5,20,False,5,May,747.4,36–45
CUST00255,18,Male,Kolkata,Grocery,1089.49,2023-02-18,3.5,0,False,2,Feb,1089.49,18–25
CUST00302,28,Female,Hyderabad,Home & Kitchen,2594.81,2023-01-02,3.0,15,False,1,Jan,2205.59,26–35
CUST00202,41,Male,Chennai,Home & Kitchen,368.67,2023-03-26,4.0,10,False,3,Mar,331.8,36–45
CUST01125,54,Female,Jaipur,Sports,2017.44,2023-12-28,3.5,0,False,12,Dec,2017.44,46–55
CUST00712,33,Female,Mumbai,Books,1425.54,2023-02-12,3.0,25,False,2,Feb,1069.16,26–35
CUST00235,60,Male,Bangalore,Home & Kitchen,1547.31,2023-04-28,4.0,0,False,4,Apr,1547.31,55+
CUST00293,27,Male,Pune,Books,1163.7,2023-03-27,4.0,25,False,3,Mar,872.78,26–35
CUST00154,37,Male,Kolkata,Home & Kitchen,1416.28,2023-10-02,3.5,20,False,10,Oct,1133.02,36–45
CUST00858,40,Male,Kolkata,Home & Kitchen,2327.11,2023-01-09,2.5,0,False,1,Jan,2327.11,36–45
CUST00129,35,Male,Lucknow,Grocery,210.95,2023-04-23,3.5,0,True,4,Apr,210.95,26–35
CUST01019,31,Male,Pune,Sports,661.17,2023-12-25,4.5,0,False,12,Dec,661.17,26–35
CUST00397,35,Female,Pune,Grocery,3885.18,2023-05-16,3.0,10,False,5,May,3496.66,26–35
CUST00260,44,Female,,Electronics,512.02,2023-08-05,1.0,15,False,8,Aug,435.22,36–45
CUST01020,40,Female,Mumbai,Books,824.75,2023-07-26,4.5,15,False,7,Jul,701.04,36–45
CUST00731,37,Male,Kolkata,Clothing,2513.52,2023-08-29,4.0,15,True,8,Aug,2136.49,36–45
CUST00962,50,Male,Chennai,Grocery,5589.42,2023-01-31,3.0,0,False,1,Jan,5589.42,46–55
CUST00969,34,Female,,Books,50.0,2023-12-05,4.5,10,False,12,Dec,45.0,26–35
CUST01009,47,Female,Pune,Clothing,1848.38,2023-03-26,4.0,10,False,3,Mar,1663.54,46–55
CUST00054,42,Male,Bangalore,Toys,976.58,2023-02-10,4.5,30,False,2,Feb,683.61,36–45
CUST00927,28,Male,Pune,Clothing,1905.64,2023-01-27,4.0,0,False,1,Jan,1905.64,26–35
CUST00915,33,Male,Ahmedabad,Clothing,2441.47,2023-03-06,3.0,0,False,3,Mar,2441.47,26–35
CUST00825,35,Male,,Electronics,2948.14,2023-11-09,3.5,0,True,11,Nov,2948.14,26–35
CUST00802,28,Male,Chennai,Clothing,50.0,2023-08-24,4.5,0,False,8,Aug,50.0,26–35
CUST00018,38,Female,Chennai,Home & Kitchen,1377.98,2023-04-30,3.0,5,False,4,Apr,1309.08,36–45
CUST01053,40,Male,Chennai,Toys,2482.64,2023-11-22,3.5,15,False,11,Nov,2110.24,36–45
CUST00377,45,Female,Chennai,Beauty,3952.09,2023-06-28,3.5,10,False,6,Jun,3556.88,36–45
CUST01010,28,Female,Pune,Toys,890.14,2023-06-07,4.0,0,False,6,Jun,890.14,26–35
CUST00914,53,Female,Kolkata,Beauty,5307.23,2023-12-24,3.0,0,False,12,Dec,5307.23,46–55
CUST00391,24,Male,Chennai,Clothing,1724.16,2023-12-08,4.0,25,False,12,Dec,1293.12,18–25
CUST00683,35,Female,Bangalore,Books,3398.58,2023-06-02,2.0,0,False,6,Jun,3398.58,26–35
CUST00999,28,Female,Jaipur,Grocery,202.07,2023-08-06,4.5,30,False,8,Aug,141.45,26–35
CUST00992,18,Female,Hyderabad,Electronics,3662.51,2023-12-18,4.5,25,False,12,Dec,2746.88,18–25
CUST00679,46,Male,Bangalore,Beauty,896.21,2023-07-14,2.5,0,True,7,Jul,896.21,46–55
CUST00272,18,Male,Jaipur,Clothing,1202.92,2023-05-08,5.0,25,False,5,May,902.19,18–25
CUST00178,35,Female,Chennai,Sports,160.79,2023-10-04,3.5,5,False,10,Oct,152.75,26–35
CUST01155,54,Male,Bangalore,Toys,335.4,2023-09-05,5.0,0,False,9,Sep,335.4,46–55
CUST00877,28,Female,Ahmedabad,Sports,853.57,2023-12-26,3.0,25,False,12,Dec,640.18,26–35
CUST00373,52,Male,Kolkata,Electronics,2973.68,2023-04-20,4.5,0,False,4,Apr,2973.68,46–55
CUST00672,18,Female,Ahmedabad,Toys,298.59,2023-04-16,4.5,10,True,4,Apr,268.73,18–25
CUST00212,48,Female,Lucknow,Home & Kitchen,1984.96,2023-07-24,2.5,15,False,7,Jul,1687.22,46–55
CUST00654,21,Female,Kolkata,Clothing,293.36,2023-10-04,4.0,10,True,10,Oct,264.02,18–25
CUST01046,45,Male,Mumbai,Home & Kitchen,1835.81,2023-09-23,2.5,30,False,9,Sep,1285.07,36–45
CUST00960,35,Male,Pune,Grocery,1445.75,2023-10-19,4.0,20,False,10,Oct,1156.6,26–35
CUST00003,42,Male,Mumbai,Clothing,7560.5,2023-01-13,3.0,0,False,1,Jan,7560.5,36–45
CUST01051,27,Female,Kolkata,Toys,836.14,2023-10-27,4.0,5,False,10,Oct,794.33,26–35
CUST00043,,,Ahmedabad,Beauty,1889.16,2023-07-14,1.5,0,False,7,Jul,1889.16,
CUST00820,47,Female,Jaipur,Sports,2044.75,2023-05-23,3.0,15,False,5,May,1738.04,46–55
CUST00263,18,Female,Mumbai,Electronics,2699.25,2023-01-28,3.5,15,False,1,Jan,2294.36,18–25
CUST00669,18,Male,Ahmedabad,Beauty,4421.01,2023-08-27,5.0,10,False,8,Aug,3978.91,18–25
CUST00254,47,Male,Chennai,Sports,3343.84,2023-04-08,4.0,5,False,4,Apr,3176.65,46–55
CUST00851,27,Female,Hyderabad,Toys,2594.89,2023-05-04,4.0,0,False,5,May,2594.89,26–35
CUST00676,36,Non-binary,Kolkata,Toys,692.33,2023-12-23,2.0,10,False,12,Dec,623.1,36–45
CUST00234,27,Female,Kolkata,Sports,5800.91,2023-01-31,5.0,20,False,1,Jan,4640.73,26–35
CUST00496,41,Male,Pune,Grocery,304.77,2023-10-02,4.5,10,False,10,Oct,274.29,36–45
CUST00710,35,Male,Hyderabad,Electronics,1407.17,2023-12-06,4.5,0,False,12,Dec,1407.17,26–35
CUST00125,42,Male,Mumbai,Beauty,5063.46,2023-08-08,4.0,0,False,8,Aug,5063.46,36–45
CUST00066,51,Male,Delhi,Clothing,980.14,2023-04-27,3.5,20,True,4,Apr,784.11,46–55
CUST00803,36,Male,Kolkata,Books,2527.16,2023-12-29,4.0,0,False,12,Dec,2527.16,36–45
CUST01027,35,Female,Mumbai,Sports,640.55,2023-11-03,4.0,10,True,11,Nov,576.5,26–35
CUST00339,39,Male,Jaipur,Home & Kitchen,50.0,2023-10-19,3.0,15,False,10,Oct,42.5,36–45
CUST01124,21,Non-binary,Ahmedabad,Grocery,1256.86,2023-09-18,1.0,0,True,9,Sep,1256.86,18–25
CUST00866,30,Female,Mumbai,Toys,69.81,2023-12-06,3.0,0,False,12,Dec,69.81,26–35
CUST00743,27,Male,Ahmedabad,Books,2359.03,2023-04-13,4.5,10,True,4,Apr,2123.13,26–35
CUST00305,34,Male,Chennai,Toys,4939.87,2023-08-21,3.5,20,False,8,Aug,3951.9,26–35
CUST00306,36,Female,Chennai,Toys,4685.37,2023-05-27,2.0,10,False,5,May,4216.83,36–45
CUST01101,46,Female,Bangalore,Electronics,1417.3,2023-12-24,4.0,15,False,12,Dec,1204.7,46–55
CUST00768,56,Male,Delhi,Beauty,352.44,2023-10-22,2.0,0,False,10,Oct,352.44,55+
CUST00983,23,Female,Lucknow,Home & Kitchen,1661.84,2023-05-30,5.0,10,False,5,May,1495.66,18–25
CUST00772,28,Male,Pune,Sports,1323.41,2023-04-12,4.0,0,False,4,Apr,1323.41,26–35
CUST00624,51,Female,Jaipur,Sports,180.46,2023-12-08,3.5,5,False,12,Dec,171.44,46–55
CUST01129,34,Male,Ahmedabad,Beauty,1146.32,2023-08-30,3.5,0,False,8,Aug,1146.32,26–35
CUST00719,30,Female,Lucknow,Sports,2239.37,2023-05-14,4.0,0,False,5,May,2239.37,26–35
CUST00352,52,Male,Hyderabad,Electronics,3828.78,2023-05-14,2.5,30,False,5,May,2680.15,46–55
CUST00645,32,Male,Jaipur,Grocery,2777.21,2023-05-03,2.5,25,False,5,May,2082.91,26–35
CUST01031,31,Male,Jaipur,Electronics,1107.19,2023-11-06,3.0,30,False,11,Nov,775.03,26–35
CUST00532,18,Female,Delhi,Toys,3696.16,2023-11-16,4.0,15,False,11,Nov,3141.74,18–25
CUST00273,48,Male,Mumbai,Sports,575.7,2023-04-09,1.5,15,False,4,Apr,489.34,46–55
CUST00776,18,Female,Jaipur,Home & Kitchen,925.39,2023-11-18,2.5,10,False,11,Nov,832.85,18–25
CUST00200,21,Male,Ahmedabad,Toys,752.13,2023-09-01,4.0,0,False,9,Sep,752.13,18–25
CUST00619,40,Female,Ahmedabad,Clothing,2513.78,2023-05-08,5.0,5,False,5,May,2388.09,36–45
CUST00161,23,Male,Delhi,Sports,2416.25,2023-03-22,4.0,15,False,3,Mar,2053.81,18–25
CUST00601,35,Male,Bangalore,Beauty,1704.1,2023-12-23,4.0,10,False,12,Dec,1533.69,26–35
CUST00639,19,Male,Delhi,Books,5123.82,2023-05-07,2.0,20,False,5,May,4099.06,18–25
CUST00173,35,Female,Mumbai,Sports,383.6,2023-11-08,2.0,10,False,11,Nov,345.24,26–35
CUST00510,25,Male,Kolkata,Beauty,1326.57,2023-08-12,3.5,10,False,8,Aug,1193.91,18–25
CUST00026,36,Female,Lucknow,Sports,4965.74,2023-10-07,4.5,5,False,10,Oct,4717.45,36–45
CUST01014,26,Male,Hyderabad,Home & Kitchen,3069.69,2023-08-13,2.5,15,False,8,Aug,2609.24,26–35
CUST01118,34,Male,Lucknow,Sports,874.96,2023-08-25,1.0,20,True,8,Aug,699.97,26–35
CUST00300,42,Male,Pune,Sports,549.97,2023-03-26,5.0,25,False,3,Mar,412.48,36–45
CUST01105,48,Male,Kolkata,Grocery,1154.35,2023-11-19,4.5,5,True,11,Nov,1096.63,46–55
CUST00416,26,Female,Hyderabad,Grocery,1210.59,2023-11-21,4.0,20,False,11,Nov,968.47,26–35
CUST00707,19,Male,Mumbai,Grocery,5279.48,2023-07-21,3.0,15,False,7,Jul,4487.56,18–25
CUST00779,34,Male,Mumbai,Electronics,4303.69,2023-12-23,4.0,10,False,12,Dec,3873.32,26–35
CUST00354,33,Male,Jaipur,Grocery,50.0,2023-12-09,3.5,20,False,12,Dec,40.0,26–35
CUST00540,28,Male,Pune,Clothing,2673.46,2023-07-29,4.0,20,False,7,Jul,2138.77,26–35
CUST00320,33,Female,Lucknow,Electronics,450.25,2023-06-10,3.0,0,False,6,Jun,450.25,26–35
CUST00822,51,Female,Pune,Beauty,3265.69,2023-05-05,4.0,30,False,5,May,2285.98,46–55
CUST00451,34,Male,Jaipur,Toys,146.87,2023-05-08,2.5,25,False,5,May,110.15,26–35
CUST00258,26,Male,Kolkata,Toys,3725.29,2023-08-09,1.5,30,False,8,Aug,2607.7,26–35
CUST00225,29,Male,Jaipur,Grocery,5566.02,2023-10-29,3.75,0,False,10,Oct,5566.02,26–35
CUST00102,29,Male,Jaipur,Toys,3083.89,2023-04-28,3.0,10,False,4,Apr,2775.5,26–35
CUST00936,28,Male,Ahmedabad,Grocery,402.76,2023-11-19,4.0,30,False,11,Nov,281.93,26–35
CUST00528,35,Female,Delhi,Toys,5111.7,2023-08-09,3.5,0,False,8,Aug,5111.7,26–35
CUST00318,31,Female,Pune,Electronics,6927.0,2023-10-05,5.0,10,False,10,Oct,6234.3,26–35
CUST00954,52,Female,Kolkata,Clothing,3615.41,2023-08-19,4.5,5,False,8,Aug,3434.64,46–55
CUST00897,32,Male,Hyderabad,Toys,1451.52,2023-05-25,4.5,15,False,5,May,1233.79,26–35
CUST00579,18,Male,Jaipur,Sports,2517.39,2023-12-06,4.0,0,False,12,Dec,2517.39,18–25
CUST00632,53,Female,Chennai,Grocery,1796.96,2023-08-07,4.0,15,False,8,Aug,1527.42,46–55
CUST00172,35,Male,Delhi,Sports,683.4,2023-09-17,3.0,25,False,9,Sep,512.55,26–35
CUST01157,26,Female,Pune,Sports,3675.91,2023-06-20,4.5,0,False,6,Jun,3675.91,26–35
CUST01015,55,Male,Hyderabad,Toys,128.83,2023-03-05,4.5,0,False,3,Mar,128.83,46–55
CUST00246,30,Female,Lucknow,Beauty,2850.37,2023-10-04,4.0,10,False,10,Oct,2565.33,26–35
CUST00896,42,Female,Bangalore,Books,4484.15,2023-11-02,4.0,30,False,11,Nov,3138.9,36–45
CUST00995,22,Male,Ahmedabad,Sports,4675.73,2023-11-17,4.0,15,False,11,Nov,3974.37,18–25
CUST01183,46,Male,Delhi,Sports,3440.31,2023-10-30,2.0,0,False,10,Oct,3440.31,46–55
CUST00301,25,Female,Mumbai,Beauty,5449.26,2023-07-14,2.5,20,False,7,Jul,4359.41,18–25
CUST00891,44,Male,Pune,Beauty,1948.98,2023-04-21,3.0,30,False,4,Apr,1364.29,36–45
CUST00770,56,Non-binary,Chennai,Toys,1254.57,2023-07-12,4.0,20,False,7,Jul,1003.66,55+
CUST00500,18,Female,Pune,Toys,3076.09,2023-05-14,4.5,0,False,5,May,3076.09,18–25
CUST00663,34,Male,Hyderabad,Books,3505.67,2023-04-20,2.5,20,False,4,Apr,2804.54,26–35
CUST00723,18,Male,Bangalore,Electronics,275.16,2023-08-21,4.0,0,True,8,Aug,275.16,18–25
CUST00979,18,Male,Bangalore,Books,591.54,2023-08-19,3.5,10,True,8,Aug,532.39,18–25
CUST01042,29,Male,Chennai,Clothing,3128.99,2023-10-23,3.5,10,False,10,Oct,2816.09,26–35
CUST00049,39,Female,Mumbai,Electronics,801.07,2023-01-23,4.0,10,False,1,Jan,720.96,36–45
CUST00464,37,Female,Ahmedabad,Grocery,1764.4,2023-04-02,3.75,0,False,4,Apr,1764.4,36–45
CUST01117,63,Male,Bangalore,Electronics,2339.65,2023-02-28,3.5,20,False,2,Feb,1871.72,55+
CUST00854,49,Male,Kolkata,Home & Kitchen,186.03,2023-11-27,4.5,25,False,11,Nov,139.52,46–55
CUST01142,51,Female,Mumbai,Beauty,1295.0,2023-06-24,3.0,0,False,6,Jun,1295.0,46–55
CUST01131,38,Female,Bangalore,Books,295.59,2023-08-22,3.0,0,False,8,Aug,295.59,36–45
CUST00648,34,Female,Delhi,Home & Kitchen,1481.24,2023-02-09,3.5,10,False,2,Feb,1333.12,26–35
CUST00194,20,Male,Chennai,Electronics,3307.03,2023-09-06,5.0,10,False,9,Sep,2976.33,18–25
CUST00985,34,Male,Mumbai,Books,872.54,2023-04-29,4.0,10,True,4,Apr,785.29,26–35
CUST00343,37,Male,Delhi,Toys,261.12,2023-01-21,3.5,20,False,1,Jan,208.9,36–45
CUST00421,59,Non-binary,Mumbai,Toys,1018.08,2023-06-20,4.0,20,False,6,Jun,814.46,55+
CUST00031,27,Male,Mumbai,Home & Kitchen,2335.46,2023-05-23,3.0,0,False,5,May,2335.46,26–35
CUST00004,53,Male,Chennai,Toys,2300.82,2023-05-21,3.5,0,False,5,May,2300.82,46–55
CUST00214,42,Non-binary,Pune,Books,4650.48,2023-11-29,3.5,10,False,11,Nov,4185.43,36–45
CUST00860,42,Male,Pune,Home & Kitchen,614.41,2023-05-31,2.0,10,False,5,May,552.97,36–45
CUST00137,25,Male,Kolkata,Home & Kitchen,355.42,2023-11-18,5.0,20,False,11,Nov,284.34,18–25
CUST00690,40,Female,Jaipur,Electronics,512.43,2023-09-07,4.5,20,False,9,Sep,409.94,36–45
CUST00542,21,Female,Bangalore,Grocery,1196.78,2023-07-26,4.0,15,False,7,Jul,1017.26,18–25
CUST00873,18,Male,Chennai,Electronics,435.96,2023-08-06,3.5,15,False,8,Aug,370.57,18–25
CUST01104,33,Male,Delhi,Grocery,1149.96,2023-01-15,1.0,5,False,1,Jan,1092.46,26–35
CUST00561,38,Male,Jaipur,Beauty,810.53,2023-04-18,3.0,0,False,4,Apr,810.53,36–45
CUST01040,47,Female,Jaipur,Toys,2869.12,2023-12-11,3.5,10,False,12,Dec,2582.21,46–55
CUST00520,44,Male,Hyderabad,Grocery,748.11,2023-08-12,3.5,10,False,8,Aug,673.3,36–45
CUST00078,31,Male,Kolkata,Sports,2928.0,2023-07-01,2.5,10,False,7,Jul,2635.2,26–35
CUST00879,34,Male,Bangalore,Grocery,308.64,2023-05-19,3.0,5,False,5,May,293.21,26–35
CUST01061,44,Male,Chennai,Toys,3068.76,2023-12-10,4.5,10,False,12,Dec,2761.88,36–45
CUST01052,,,Kolkata,Books,359.18,2023-08-12,3.5,0,False,8,Aug,359.18,
CUST00704,18,Female,Mumbai,Electronics,6009.52,2023-11-15,3.0,0,False,11,Nov,6009.52,18–25
CUST00613,38,Female,Bangalore,Sports,2632.77,2023-04-01,3.5,10,False,4,Apr,2369.49,36–45
CUST00895,35,Male,Hyderabad,Sports,3587.68,2023-09-26,4.0,30,False,9,Sep,2511.38,26–35
CUST00655,65,Female,Kolkata,Grocery,1372.83,2023-02-11,4.0,5,False,2,Feb,1304.19,55+
CUST00799,35,Female,Jaipur,Electronics,2838.22,2023-08-10,4.0,15,False,8,Aug,2412.49,26–35
CUST01181,37,Female,Delhi,Electronics,707.91,2023-03-06,2.5,0,True,3,Mar,707.91,36–45
CUST00607,35,Male,Lucknow,Clothing,265.17,2023-12-02,3.5,30,False,12,Dec,185.62,26–35
CUST00833,22,Female,Chennai,Books,2257.855,2023-09-07,4.5,20,False,9,Sep,1806.28,18–25
CUST00017,22,Male,Delhi,Toys,4323.57,2023-04-22,3.5,20,False,4,Apr,3458.86,18–25
CUST00881,65,Male,Delhi,Books,942.07,2023-05-09,3.5,10,False,5,May,847.86,55+
CUST00671,49,Male,Jaipur,Home & Kitchen,5154.08,2023-02-01,4.0,10,False,2,Feb,4638.67,46–55
CUST00141,35,Female,Lucknow,Electronics,2330.12,2023-11-02,4.5,15,False,11,Nov,1980.6,26–35
CUST00467,42,Male,Jaipur,Sports,1900.47,2023-12-09,4.5,10,False,12,Dec,1710.42,36–45
CUST00855,52,Female,Mumbai,Home & Kitchen,1317.51,2023-12-31,1.5,0,False,12,Dec,1317.51,46–55
CUST00523,27,Female,Jaipur,Beauty,3534.18,2023-10-03,5.0,20,False,10,Oct,2827.34,26–35
CUST00637,44,Male,Kolkata,Electronics,2647.25,2023-08-19,4.5,25,False,8,Aug,1985.44,36–45
CUST00357,34,Female,Hyderabad,Books,3423.43,2023-05-16,2.0,0,False,5,May,3423.43,26–35
CUST00308,27,Male,Hyderabad,Toys,726.69,2023-12-23,4.0,15,False,12,Dec,617.69,26–35
CUST01012,37,Male,Chennai,Home & Kitchen,1735.99,2023-10-19,4.5,15,False,10,Oct,1475.59,36–45
CUST00988,45,Female,Delhi,Beauty,4491.6,2023-05-25,5.0,10,False,5,May,4042.44,36–45
CUST00519,36,Male,Ahmedabad,Home & Kitchen,562.12,2023-12-29,5.0,5,False,12,Dec,534.01,36–45
CUST00208,41,Male,Chennai,Clothing,4042.88,2023-10-04,4.5,25,True,10,Oct,3032.16,36–45
CUST00409,36,Female,Ahmedabad,Grocery,2572.01,2023-11-21,3.75,20,False,11,Nov,2057.61,36–45
CUST01044,35,Female,Chennai,Home & Kitchen,4073.57,2023-03-31,4.0,25,False,3,Mar,3055.18,26–35
CUST01137,49,Female,Kolkata,Clothing,1028.75,2023-09-18,4.0,20,False,9,Sep,823.0,46–55
CUST00823,62,Male,Ahmedabad,Sports,2640.98,2023-08-26,4.0,0,False,8,Aug,2640.98,55+
CUST00019,24,Male,Lucknow,Clothing,2753.16,2023-09-16,4.0,0,False,9,Sep,2753.16,18–25
CUST00790,,,Lucknow,Beauty,1151.33,2023-07-09,3.0,5,False,7,Jul,1093.76,
CUST00502,57,Female,Chennai,Toys,213.15,2023-10-25,3.0,10,False,10,Oct,191.84,55+
CUST00288,42,Male,,Books,2671.26,2023-11-30,4.5,10,False,11,Nov,2404.13,36–45
CUST00114,64,Male,Bangalore,Home & Kitchen,1812.52,2023-07-22,4.0,30,True,7,Jul,1268.76,55+
CUST00910,60,Female,Ahmedabad,Sports,2460.32,2023-01-24,4.5,25,False,1,Jan,1845.24,55+
CUST00100,35,Male,Chennai,Grocery,4372.72,2023-06-16,3.75,10,False,6,Jun,3935.45,26–35
CUST00296,35,Female,Pune,Home & Kitchen,2372.94,2023-09-04,3.5,15,False,9,Sep,2017.0,26–35
CUST00888,30,Female,Pune,Clothing,1233.62,2023-12-20,2.5,25,False,12,Dec,925.21,26–35
CUST00103,30,Male,Chennai,Toys,92.08,2023-01-17,3.0,15,False,1,Jan,78.27,26–35
CUST00721,38,Male,Hyderabad,Home & Kitchen,677.66,2023-06-17,3.5,15,False,6,Jun,576.01,36–45
CUST00387,39,Female,Mumbai,Clothing,2821.14,2023-11-10,4.0,5,False,11,Nov,2680.08,36–45
CUST00626,28,Female,Delhi,Books,4840.3,2023-10-14,2.5,20,False,10,Oct,3872.24,26–35
CUST00398,51,Female,Mumbai,Sports,1820.74,2023-03-01,5.0,5,True,3,Mar,1729.7,46–55
CUST00051,38,Female,Mumbai,Sports,223.88,2023-10-02,4.5,5,False,10,Oct,212.69,36–45
CUST00132,35,Male,Chennai,Sports,2968.21,2023-09-10,4.5,10,False,9,Sep,2671.39,26–35
CUST00599,29,Female,Mumbai,Sports,1537.07,2023-10-22,2.0,0,False,10,Oct,1537.07,26–35
